dataset,a,b,n_folds,mean_diff,std_diff,wins_a,t,p_two_sided,per_fold_diff
criteo_full,uplift_forest,response_model,5,0.003506666596087443,0.0006641205441181675,5,11.806809701529335,0.00029453148429490827,+0.0042 +0.0026 +0.0034 +0.0041 +0.0033
criteo_full,s_learner,response_model,5,0.005281140250586963,0.0015326053232398904,5,7.7051726363959165,0.0015267319467175433,+0.0048 +0.0060 +0.0031 +0.0072 +0.0052
criteo_full,s_learner,uplift_forest,5,0.0017744736544995198,0.0016441600103873654,4,2.4132953548776404,0.07329281356068094,+0.0006 +0.0035 -0.0003 +0.0032 +0.0019
