dataset,model,qini_mean,qini_std,auuc_mean,auuc_std,n_folds,qini_fold_0,qini_fold_1,qini_fold_2,qini_fold_3,qini_fold_4,n_dev
criteo_full,response_model,0.08461966194112035,0.001286664663568236,0.033277183284622626,0.0005217794852880039,5,0.08662054116629918,0.08506616422968082,0.08378122566429598,0.08427443548784448,0.08335594315748131,11183673
criteo_full,s_learner,0.0899008021917073,0.0020817206074171127,0.03523298539805891,0.0008262664555798387,5,0.09143397700252529,0.09111536141159976,0.08688353661029984,0.09151344624909921,0.08855768968501243,11183673
criteo_full,uplift_forest,0.08812632853720777,0.001635633868334525,0.03452947675909403,0.0006404520015051798,5,0.09083325706297551,0.08762298496667577,0.08722395087228033,0.08832998485103132,0.08662146493307592,11183673
